OBJECTID,location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,Metropolitan_Nonmetropolitan,crime_majority,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,majority_race,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,Shape_Length,Shape_Area,GEOIDFQ
50,"Rockingham County, New Hampshire",113927,113968,114096,106197,96886,116360,176042,66900,122790,107052,49,16,0,6,0,10,8,0,7,1,1,Metropolitan County,Violent Crimes,32.65306122,0,12.24489796,0,20.40816327,16.32653061,0,14.28571429,2.040816327,2.040816327,White,317163,289993,285503,11178,2715,6586,421,121,3445,13882,157801,144056,141843,5884,1465,2875,242,92,1971,7100,159362,145937,143660,5294,1250,3711,179,29,1474,6782,91.43342698,90.01775112,3.524370749,0.856026712,2.076534779,0.132739317,0.03815073,1.086192273,4.376929213,2.663935738,0.227317124,0500000US33015
51,"Rio Grande County, Colorado",62166,62023,69646,59792,0,0,118686,0,0,68849,30,9,0,0,0,9,6,4,1,1,0,Nonmetropolitan County,Violent Crimes,30,0,0,0,30,20,13.33333333,3.333333333,3.333333333,0,White,11394,8488,6284,4630,50,11,390,0,738,1717,5763,4400,3203,2250,42,9,264,0,295,753,5631,4088,3081,2380,8,2,126,0,443,964,74.49534843,55.1518343,40.63542215,0.438827453,0.09654204,3.422854134,0,6.477093207,15.06933474,2.210737788,0.24103305,0500000US08105
52,"Plymouth County, Iowa",81600,81707,82438,74504,63892,0,115625,0,113399,60893,68,6,0,1,0,5,28,8,18,2,0,Nonmetropolitan County,Property Crimes,8.823529412,0,1.470588235,0,7.352941176,41.17647059,11.76470588,26.47058824,2.941176471,0,White,25699,23270,22809,1578,607,135,86,13,587,1001,13092,11801,11524,910,282,75,59,8,350,517,12607,11469,11285,668,325,60,27,5,237,484,90.54827036,88.75442624,6.140316744,2.361959609,0.525312269,0.334643371,0.050585626,2.284135569,3.895093194,2.589976863,0.24590439,0500000US19149
53,"Yates County, New York",67521,68350,68471,62679,0,38720,0,0,0,53906,156,8,0,4,0,4,70,22,43,5,0,Nonmetropolitan County,Property Crimes,5.128205128,0,2.564102564,0,2.564102564,44.87179487,14.1025641,27.56410256,3.205128205,0,White,24637,23486,23156,632,164,170,16,0,194,607,12084,11578,11385,322,79,108,8,0,90,221,12553,11908,11771,310,85,62,8,0,104,386,95.32816496,93.98871616,2.565247392,0.665665463,0.690019077,0.064942972,0,0.787433535,2.463773998,1.511204955,0.106824102,0500000US36123
54,"King County, Washington",122148,126907,128016,89684,65975,151389,62961,83087,78453,105227,7772,490,14,75,135,266,3374,567,1826,981,44,Metropolitan County,Property Crimes,6.304683479,0.180133814,0.965002573,1.737004632,3.42254246,43.4122491,7.295419454,23.49459599,12.62223366,0.566134843,White,2262713,1283809,1229507,245320,147642,449705,14612,16955,109978,240012,1146257,653434,625487,127918,77539,220925,7163,8174,57679,121343,1116456,630375,604020,117402,70103,228780,7449,8781,52299,118669,56.73759774,54.33773528,10.84185224,6.524998972,19.87459302,0.645773459,0.749321721,4.860448497,10.60726659,4.781297426,0.713302925,0500000US53033
55,"Deschutes County, Oregon",87640,88579,89590,69566,57904,111429,0,73704,62842,85602,1071,61,0,9,1,51,468,69,328,71,13,Metropolitan County,Property Crimes,5.695611578,0,0.840336134,0.093370682,4.761904762,43.69747899,6.442577031,30.62558357,6.629318394,1.213818861,White,203026,179623,171079,18140,833,2318,1424,329,4664,13835,101112,89145,85225,9065,448,979,779,167,2614,6980,101914,90478,85854,9075,385,1339,645,162,2050,6855,88.47290495,84.26457695,8.93481623,0.410292278,1.14172569,0.701388,0.162048211,2.297242718,6.814398156,6.057725753,0.886367793,0500000US41017
56,"Pottawattamie County, Iowa",71446,72787,72793,54436,41648,0,73333,0,52266,57847,334,38,0,18,0,20,128,20,88,20,2,Metropolitan County,Property Crimes,11.37724551,0,5.389221557,0,5.988023952,38.32335329,5.988023952,26.34730539,5.988023952,0.598802395,White,93407,83108,79725,8127,1709,873,253,129,1668,5667,46490,40885,39190,4247,984,338,165,52,958,3108,46917,42223,40535,3880,725,535,88,77,710,2559,88.97405976,85.35227553,8.700632715,1.82962733,0.934619461,0.270857645,0.138105281,1.785733403,6.06699712,2.67452689,0.26721921,0500000US19155
57,"Christian County, Missouri",81245,81059,81193,71082,110089,87755,87121,0,51538,89375,392,45,0,13,0,32,151,19,114,18,0,Metropolitan County,Property Crimes,11.47959184,0,3.316326531,0,8.163265306,38.52040816,4.846938776,29.08163265,4.591836735,0,White,91229,84186,83080,3264,714,759,293,160,957,4160,44601,41374,40739,1443,430,374,139,90,419,1775,46628,42812,42341,1821,284,385,154,70,538,2385,92.27986715,91.06753335,3.577809688,0.782645869,0.83197229,0.321169803,0.175382828,1.049008539,4.559953524,1.966903172,0.14775924,0500000US29043
58,"Ciales Municipio, Puerto Rico",20614,19910,0,20721,35179,0,23971,0,23942,20346,,,,,,,,,,,,,,,,,,,,,,,,Hispanic/Latino,16874,5759,73,16801,864,80,243,0,1443,8485,8147,2626,48,8099,425,13,151,0,727,4205,8727,3133,25,8702,439,67,92,0,716,4280,34.12942989,0.432618229,99.56738177,5.120303425,0.474102169,1.440085338,0,8.551617874,50.2844613,0.848418624,0.0147633,0500000US72039
59,"Lamar County, Mississippi",69106,76191,77862,41556,48818,92703,0,0,41905,69000,,,,,,,,,,,,,,,,,,,,,,,,White,65081,47389,46449,2366,14048,620,74,0,767,2183,31149,23155,22704,1128,6360,227,36,0,366,1005,33932,24234,23745,1238,7688,393,38,0,401,1178,72.81541464,71.37106068,3.635469646,21.58540895,0.952658994,0.113704461,0,1.178531369,3.354281588,1.541328789,0.122561316,0500000US28073
60,"Ripley County, Indiana",71084,70863,70623,98535,0,0,0,0,97559,86458,,,,,,,,,,,,,,,,,,,,,,,,White,29039,27677,27488,555,65,149,0,0,399,749,14534,13858,13788,295,35,59,0,0,224,358,14505,13819,13700,260,30,90,0,0,175,391,95.30975585,94.65890699,1.911222838,0.223836909,0.513103068,0,0,1.374014257,2.57928992,1.39867732,0.120844941,0500000US18137
61,"Mercer County, North Dakota",79405,82193,82478,0,0,0,60735,0,0,0,32,2,0,1,1,0,14,3,9,2,0,Nonmetropolitan County,Property Crimes,6.25,0,3.125,3.125,0,43.75,9.375,28.125,6.25,0,White,8341,7587,7548,225,50,35,236,0,244,189,4232,3882,3853,128,1,16,129,0,144,60,4109,3705,3695,97,49,19,107,0,100,129,90.96031651,90.49274667,2.697518283,0.599448507,0.419613955,2.829396955,0,2.925308716,2.265915358,3.150476202,0.342774349,0500000US38057
62,"Hart County, Georgia",57241,66098,67740,50563,46049,240826,0,0,46291,50313,380,56,0,5,0,51,134,26,92,16,0,Nonmetropolitan County,Property Crimes,14.73684211,0,1.315789474,0,13.42105263,35.26315789,6.842105263,24.21052632,4.210526316,0,White,26484,19848,19582,1050,4548,377,171,0,403,1137,13174,9821,9685,485,2606,176,129,0,129,313,13310,10027,9897,565,1942,201,42,0,274,824,74.94336203,73.93898203,3.964657907,17.17263253,1.423500982,0.645672859,0,1.521673463,4.293158133,1.107671195,0.065207313,0500000US13147
63,"Jackson Parish, Louisiana",43345,50872,51480,0,31737,0,14005,0,0,25769,92,24,0,2,0,22,22,6,10,6,0,Nonmetropolitan County,Violent Crimes,26.08695652,0,2.173913043,0,23.91304348,23.91304348,6.52173913,10.86956522,6.52173913,0,White,14939,9999,9910,486,3813,17,72,11,427,600,7593,5124,5077,308,1859,14,8,11,274,303,7346,4875,4833,178,1954,3,64,0,153,297,66.93219091,66.33643483,3.253229801,25.52379677,0.113796104,0.481959971,0.073632773,2.858290381,4.016333088,1.724349925,0.143941432,0500000US22049
64,"Northumberland County, Virginia",69500,78446,77770,0,39034,0,0,0,0,42375,186,15,1,2,0,12,77,9,63,5,2,Nonmetropolitan County,Property Crimes,8.064516129,0.537634409,1.075268817,0,6.451612903,41.39784946,4.838709677,33.87096774,2.688172043,1.075268817,White,12085,8344,8237,403,2374,510,12,0,70,775,5697,4124,4087,120,1222,148,0,0,6,197,6388,4220,4150,283,1152,362,12,0,64,578,69.04426976,68.15887464,3.334712453,19.64418701,4.220107571,0.099296649,0,0.579230451,6.412908564,1.43723799,0.075725778,0500000US51133
65,"Fort Bend County, Texas",113409,126661,132992,88718,92138,135301,81969,0,77251,93836,12032,823,18,142,111,552,5192,728,4074,390,2,Metropolitan County,Property Crimes,6.840093085,0.149601064,1.18018617,0.922539894,4.587765957,43.15159574,6.050531915,33.85970745,3.241356383,0.01662234,White,859721,318338,256176,210272,176568,187639,3248,403,55288,118237,423591,160105,129236,105070,83812,91629,1561,203,28060,58221,436130,158233,126940,105202,92756,96010,1687,200,27228,60016,37.0280591,29.79757386,24.45816724,20.53782564,21.82556899,0.377796983,0.046875672,6.430923521,13.75295008,2.543770765,0.213444018,0500000US48157
66,"Green Lake County, Wisconsin",66917,67677,67197,59375,0,111250,0,0,47857,58000,52,0,0,0,0,0,26,3,22,1,0,Nonmetropolitan County,Property Crimes,0,0,0,0,0,50,5.769230769,42.30769231,1.923076923,0,White,19165,17859,17444,1044,150,101,73,31,287,664,9582,9058,8820,471,89,50,16,0,148,221,9583,8801,8624,573,61,51,57,31,139,443,93.18549439,91.0200887,5.447430211,0.782676755,0.527002348,0.380902687,0.161753196,1.497521524,3.4646491,1.497153388,0.110107806,0500000US55047
67,"Pondera County, Montana",53500,59310,59310,19107,0,0,36875,0,0,19464,40,4,0,0,0,4,16,2,12,2,0,Nonmetropolitan County,Property Crimes,10,0,0,0,10,40,5,30,5,0,White,6012,4770,4748,137,2,16,992,0,24,208,3025,2378,2367,61,2,5,505,0,24,111,2987,2392,2381,76,0,11,487,0,0,97,79.34131737,78.97538257,2.278775782,0.0332668,0.266134398,16.50033267,0,0.399201597,3.459747172,5.025213162,0.514638663,0500000US30073
68,"Walworth County, Wisconsin",77359,78333,78349,74487,44375,60955,67417,0,74765,72917,255,20,0,3,0,17,106,19,81,6,3,Nonmetropolitan County,Property Crimes,7.843137255,0,1.176470588,0,6.666666667,41.56862745,7.450980392,31.76470588,2.352941176,1.176470588,White,105447,91872,88121,12545,877,861,389,52,3741,7655,53009,46054,44061,6615,471,476,287,27,2123,3571,52438,45818,44060,5930,406,385,102,25,1618,4084,87.12623403,83.56899675,11.89697194,0.83169744,0.816523941,0.368905706,0.049313873,3.547753848,7.259571159,1.641807134,0.163988239,0500000US55127
69,"Mineral County, Nevada",50584,52057,50807,75027,0,0,37875,0,0,50357,113,7,0,2,0,5,49,5,24,20,1,Nonmetropolitan County,Property Crimes,6.194690265,0,1.769911504,0,4.424778761,43.36283186,4.424778761,21.23893805,17.69911504,0.884955752,White,4557,2718,2574,829,132,3,942,0,193,569,2106,1275,1141,447,125,0,370,0,102,234,2451,1443,1433,382,7,3,572,0,91,335,59.64450296,56.4845293,18.19179285,2.896642528,0.065832785,20.6714944,0,4.235242484,12.48628484,5.055773685,1.019996016,0500000US32021
70,"Howard County, Indiana",62496,65850,66165,63204,38093,49479,0,0,48544,56282,283,41,0,7,1,33,100,23,65,12,1,Metropolitan County,Property Crimes,14.48763251,0,2.473498233,0.35335689,11.66077739,35.33568905,8.127208481,22.96819788,4.240282686,0.35335689,White,83610,71318,69511,3260,6566,1223,73,6,519,3905,40601,34595,33656,1749,3224,490,38,6,337,1911,43009,36723,35855,1511,3342,733,35,0,182,1994,85.29840928,83.13718455,3.899055137,7.853127616,1.462743691,0.08731013,0.007176175,0.620739146,4.67049396,1.399756347,0.080853326,0500000US18067
71,"Pike County, Indiana",66250,66673,66673,0,0,0,-2500,0,0,49063,,,,,,,,,,,,,,,,,,,,,,,,White,12187,11678,11648,179,31,6,159,0,135,178,6063,5883,5883,39,17,6,44,0,30,83,6124,5795,5765,140,14,0,115,0,105,95,95.8234184,95.57725445,1.468778206,0.25436941,0.049232789,1.304668909,0,1.107737753,1.460572741,1.696763235,0.091106153,0500000US18125
72,"Christian County, Kentucky",54190,56950,56924,55732,41571,97739,37115,0,48510,47200,284,13,0,1,3,9,129,40,72,17,0,Metropolitan County,Property Crimes,4.577464789,0,0.352112676,1.056338028,3.169014085,45.42253521,14.08450704,25.35211268,5.985915493,0,White,72599,49182,46719,6120,14017,916,153,310,1715,6306,38091,26271,24812,3491,6724,440,90,144,1099,3323,34508,22911,21907,2629,7293,476,63,166,616,2983,67.74473478,64.35212606,8.42986818,19.30742848,1.261725368,0.210746705,0.427003127,2.362291492,8.686070056,2.094326361,0.189577974,0500000US21047
73,"Eaton County, Michigan",78025,78893,79687,75878,56364,93482,0,0,83941,82131,1634,99,3,23,8,65,716,70,519,127,4,Metropolitan County,Property Crimes,6.05875153,0.183598531,1.407588739,0.489596083,3.977968176,43.81884945,4.283965728,31.7625459,7.772337821,0.244798042,White,109000,89972,87830,6718,7631,2405,333,15,1759,6885,53937,44194,43194,3387,3669,1255,137,8,967,3707,55063,45778,44636,3331,3962,1150,196,7,792,3178,82.54311927,80.57798165,6.163302752,7.000917431,2.206422018,0.305504587,0.013761468,1.613761468,6.316513761,1.640411624,0.164606241,0500000US26045
74,"Wapello County, Iowa",60034,60475,60100,71167,43125,0,0,0,95096,63652,236,17,0,2,1,14,101,32,58,11,0,Nonmetropolitan County,Property Crimes,7.203389831,0,0.847457627,0.423728814,5.93220339,42.79661017,13.55932203,24.57627119,4.661016949,0,White,35265,29147,27265,4457,1191,526,102,690,1250,2359,17921,14534,13556,2382,781,195,72,501,726,1112,17344,14613,13709,2075,410,331,30,189,524,1247,82.65135403,77.31461789,12.63859351,3.377286261,1.491563874,0.289238622,1.956614207,3.544590954,6.689352049,1.446212308,0.120918545,0500000US19179
75,"Imperial County, California",56393,57360,67775,54739,49849,115034,59583,0,51532,58615,770,108,3,12,6,87,267,77,155,35,20,Metropolitan County,Property Crimes,14.02597403,0.38961039,1.558441558,0.779220779,11.2987013,34.67532468,10,20.12987013,4.545454545,2.597402597,Hispanic/Latino,179319,54559,16894,153460,4460,2702,2857,31,67702,47008,92096,26682,9209,76930,3266,1487,1555,13,34854,24239,87223,27877,7685,76530,1194,1215,1302,18,32848,22769,30.42566599,9.421199092,85.57933069,2.487187638,1.506811883,1.593250018,0.017287627,37.75506221,26.21473463,5.035530102,1.120160023,0500000US06025
76,"Cass County, Michigan",68011,69502,69958,47849,38696,0,55795,0,166389,54211,738,45,0,17,1,27,323,72,196,55,2,Metropolitan County,Property Crimes,6.097560976,0,2.303523035,0.135501355,3.658536585,43.76693767,9.756097561,26.55826558,7.452574526,0.27100271,White,51606,44422,43627,2240,2233,463,532,6,792,3158,25989,22287,21944,1155,1275,225,218,0,418,1566,25617,22135,21683,1085,958,238,314,6,374,1592,86.07913808,84.53861954,4.340580553,4.327016238,0.897182498,1.030887881,0.011626555,1.534705267,6.119443476,1.547147625,0.142873689,0500000US26027
77,"Bristol County, Rhode Island",110926,110415,110749,114514,0,91383,0,0,110938,124055,,,,,,,,,,,,,,,,,,,,,,,,White,50568,45701,44850,2043,539,1159,18,19,591,2541,24505,22319,21775,1130,239,549,11,0,376,1011,26063,23382,23075,913,300,610,7,19,215,1530,90.37533618,88.69245373,4.040104414,1.065891473,2.291963297,0.035595634,0.037573169,1.168723303,5.024916944,0.458920713,0.012533063,0500000US44001
78,"Bosque County, Texas",69339,69887,69272,66146,83125,0,0,0,71990,58883,114,14,0,2,0,12,43,7,32,4,0,Metropolitan County,Property Crimes,12.28070175,0,1.754385965,0,10.52631579,37.71929825,6.140350877,28.07017544,3.50877193,0,White,18546,14726,14013,3492,253,89,22,0,896,2560,9109,7167,6905,1726,111,42,4,0,452,1333,9437,7559,7108,1766,142,47,18,0,444,1227,79.40256659,75.55807182,18.82885797,1.364175563,0.479887846,0.118623962,0,4.831230454,13.80351558,2.554123776,0.247562632,0500000US48035
79,"Newport County, Rhode Island",100859,106724,107957,40481,66700,84167,38737,0,39223,92242,,,,,,,,,,,,,,,,,,,,,,,,White,85095,72217,70856,5583,3236,1474,198,22,1990,5958,42040,35338,34719,2859,1732,739,22,22,1036,3151,43055,36879,36137,2724,1504,735,176,0,954,2807,84.86632587,83.26693695,6.560902521,3.802808626,1.732181679,0.232681121,0.025853458,2.338562783,7.001586462,1.404171392,0.087598204,0500000US44005
80,"Fairfield County, Ohio",87069,88415,88263,50304,93611,83860,21290,0,37088,68071,1329,59,2,16,5,36,605,53,507,45,1,Metropolitan County,Property Crimes,4.439428141,0.15048909,1.203912716,0.376222724,2.708803612,45.52294959,3.987960873,38.1489842,3.386004515,0.075244545,White,161289,133267,132227,4294,14324,4173,237,147,1979,7162,80584,66261,65783,2127,7753,1978,174,8,1019,3391,80705,67006,66444,2167,6571,2195,63,139,960,3771,82.62621753,81.98141225,2.662301831,8.880952824,2.587281216,0.146941205,0.091140747,1.226990061,4.440476412,1.736027724,0.138423282,0500000US39045
81,"Pierce County, North Dakota",63214,62857,62857,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,White,3961,3696,3688,42,11,30,136,0,17,71,1965,1845,1845,13,10,0,65,0,2,43,1996,1851,1843,29,1,30,71,0,15,28,93.30977026,93.10780106,1.060338298,0.27770765,0.757384499,3.433476395,0,0.429184549,1.792476647,3.034497443,0.339505409,0500000US38069
82,"Carroll County, Illinois",60871,61440,61491,29095,96250,0,0,0,28109,66964,50,0,0,0,0,0,25,11,10,4,0,Nonmetropolitan County,Property Crimes,0,0,0,0,0,50,22,20,8,0,White,15621,14177,13813,794,604,106,47,0,139,548,8499,7471,7184,512,585,33,37,0,42,331,7122,6706,6629,282,19,73,10,0,97,217,90.75603354,88.42583701,5.082901223,3.866589847,0.678573715,0.300877025,0,0.889827796,3.508098073,1.76191067,0.131569593,0500000US17015
83,"Red Lake County, Minnesota",77500,78220,78561,0,0,0,61563,0,0,39375,24,4,0,0,0,4,8,3,4,1,0,Nonmetropolitan County,Property Crimes,16.66666667,0,0,0,16.66666667,33.33333333,12.5,16.66666667,4.166666667,0,White,3922,3629,3575,133,24,13,79,0,8,169,2030,1890,1853,53,19,3,46,0,5,67,1892,1739,1722,80,5,10,33,0,3,102,92.52932177,91.15247323,3.391126976,0.611932687,0.331463539,2.014278429,0,0.203977562,4.309026007,1.950808547,0.134667025,0500000US27125
84,"Jefferson County, Oregon",73051,73596,73957,79192,0,150714,50326,0,61111,79826,146,7,0,2,0,5,66,9,43,14,0,Metropolitan County,Property Crimes,4.794520548,0,1.369863014,0,3.424657534,45.20547945,6.164383562,29.45205479,9.589041096,0,White,24973,15666,14300,5236,176,145,3417,33,2112,3424,12692,8365,7652,2512,77,21,1688,32,982,1527,12281,7301,6648,2724,99,124,1729,1,1130,1897,62.73175029,57.26184279,20.96664398,0.704761142,0.580627077,13.6827774,0.132142714,8.457133704,13.71080767,4.063048359,0.526279406,0500000US41031
85,"Cheatham County, Tennessee",82015,82886,82803,73973,0,0,140625,0,0,72835,578,96,0,3,1,92,193,15,123,55,0,Metropolitan County,Property Crimes,16.60899654,0,0.519031142,0.173010381,15.91695502,33.39100346,2.595155709,21.28027682,9.515570934,0,White,41500,37534,36917,1903,973,270,83,10,803,1827,21070,18797,18408,1164,514,148,59,0,509,1043,20430,18737,18509,739,459,122,24,10,294,784,90.44337349,88.95662651,4.585542169,2.344578313,0.65060241,0.2,0.024096386,1.934939759,4.402409639,1.760522117,0.079753711,0500000US47021
86,"McCone County, Montana",71842,73125,73125,0,0,0,0,0,0,0,16,2,0,0,0,2,6,2,0,4,0,Nonmetropolitan County,Property Crimes,12.5,0,0,0,12.5,37.5,12.5,0,25,0,White,1818,1659,1659,0,0,48,67,0,0,44,948,871,871,0,0,20,16,0,0,41,870,788,788,0,0,28,51,0,0,3,91.25412541,91.25412541,0,0,2.640264026,3.685368537,0,0,2.420242024,4.856302966,0.831527239,0500000US30055
87,"Buchanan County, Iowa",78430,80028,80784,40611,75119,0,0,0,46250,50250,134,22,0,4,0,18,45,10,26,9,0,Nonmetropolitan County,Property Crimes,16.41791045,0,2.985074627,0,13.43283582,33.58208955,7.462686567,19.40298507,6.71641791,0,White,20645,19907,19662,372,154,46,52,16,35,435,10405,9957,9831,198,88,38,36,9,19,258,10240,9950,9831,174,66,8,16,7,16,177,96.42528457,95.23855655,1.801889077,0.745943328,0.222814241,0.251876968,0.077500605,0.169532574,2.107047711,1.663448901,0.162484199,0500000US19019
88,"DuPage County, Illinois",110502,115049,117008,87157,68842,135635,96458,106389,81538,94187,789,53,2,15,6,30,340,70,233,37,3,Metropolitan County,Property Crimes,6.717363752,0.253485425,1.901140684,0.760456274,3.802281369,43.09252218,8.871989861,29.53105196,4.689480355,0.380228137,White,927263,623577,585489,145993,46564,117132,3148,267,49964,86611,458960,308443,289439,74312,21738,57656,1610,139,24891,44483,468303,315134,296050,71681,24826,59476,1538,128,25073,42128,67.24920546,63.14163296,15.7445083,5.021660521,12.63201487,0.339493757,0.02879442,5.388331034,9.340499944,1.284918645,0.094458407,0500000US17043
89,"Fall River County, South Dakota",61056,63056,62911,0,0,0,14137,0,0,76157,16,2,0,1,0,1,6,3,3,0,0,Nonmetropolitan County,Property Crimes,12.5,0,6.25,0,6.25,37.5,18.75,18.75,0,0,White,7179,6104,6059,237,13,41,534,56,54,377,3546,3055,3024,132,13,16,199,20,42,201,3633,3049,3035,105,0,25,335,36,12,176,85.02576961,84.39894136,3.301295445,0.181083716,0.571110182,7.438361889,0.780052932,0.752193899,5.251427775,3.060761076,0.502045318,0500000US46047
90,"Kittson County, Minnesota",69615,71875,72500,43500,0,0,0,0,122917,42750,23,2,0,0,0,2,9,3,4,2,1,Nonmetropolitan County,Property Crimes,8.695652174,0,0,0,8.695652174,39.13043478,13.04347826,17.39130435,8.695652174,4.347826087,White,4163,3905,3894,104,26,16,9,0,24,183,2065,1955,1955,28,13,4,8,0,11,74,2098,1950,1939,76,13,12,1,0,13,109,93.80254624,93.53831372,2.498198415,0.624549604,0.384338218,0.216190247,0,0.576507326,4.395868364,3.146476329,0.349769295,0500000US27069
91,"Oconee County, Georgia",115925,116998,115246,171786,53707,157966,113558,0,86726,160492,1081,28,0,3,4,21,511,37,463,11,3,Metropolitan County,Property Crimes,2.590194265,0,0.277520814,0.370027752,1.942645698,47.27104533,3.422756707,42.8307123,1.017576318,0.277520814,White,42788,35795,35334,2466,1425,1812,273,383,551,2549,21161,17777,17460,1291,830,787,103,0,373,1291,21627,18018,17874,1175,595,1025,170,383,178,1258,83.6566327,82.57922782,5.763298121,3.330373002,4.234832196,0.638029354,0.895110779,1.287744227,5.957277741,1.235965267,0.047015317,0500000US13219
